847361  //pixel  872 (x =  40, y =  13) =    [132 115  97] 
7b5b46  //pixel  873 (x =  41, y =  13) =    [123  91  70] 
7b5b46  //pixel  874 (x =  42, y =  13) =    [123  91  70] 
76523c  //pixel  875 (x =  43, y =  13) =    [118  82  60] 
7b5b46  //pixel  876 (x =  44, y =  13) =    [123  91  70] 
7b5b46  //pixel  877 (x =  45, y =  13) =    [123  91  70] 
7b5b46  //pixel  878 (x =  46, y =  13) =    [123  91  70] 
7b5b46  //pixel  879 (x =  47, y =  13) =    [123  91  70] 
7b5b46  //pixel  880 (x =  48, y =  13) =    [123  91  70] 
847361  //pixel  881 (x =  49, y =  13) =    [132 115  97] 
847361  //pixel  882 (x =  50, y =  13) =    [132 115  97] 
847361  //pixel  883 (x =  51, y =  13) =    [132 115  97] 
847361  //pixel  884 (x =  52, y =  13) =    [132 115  97] 
716b62  //pixel  885 (x =  53, y =  13) =    [113 107  98] 
716b62  //pixel  886 (x =  54, y =  13) =    [113 107  98] 
716b62  //pixel  887 (x =  55, y =  13) =    [113 107  98] 
716b62  //pixel  888 (x =  56, y =  13) =    [113 107  98] 
9b9679  //pixel  889 (x =  57, y =  13) =    [155 150 121] 
9b9679  //pixel  890 (x =  58, y =  13) =    [155 150 121] 
716b62  //pixel  891 (x =  59, y =  13) =    [113 107  98] 
3e4743  //pixel  892 (x =  60, y =  13) =       [62 71 67] 
20312d  //pixel  893 (x =  61, y =  13) =       [32 49 45] 
121a1c  //pixel  894 (x =  62, y =  13) =       [18 26 28] 
121a1c  //pixel  895 (x =  63, y =  13) =       [18 26 28] 
c4bd88  //pixel  896 (x =   0, y =  14) =    [196 189 136] 
c4bd88  //pixel  897 (x =   1, y =  14) =    [196 189 136] 
b2a370  //pixel  898 (x =   2, y =  14) =    [178 163 112] 
b2a370  //pixel  899 (x =   3, y =  14) =    [178 163 112] 
b2a370  //pixel  900 (x =   4, y =  14) =    [178 163 112] 
c5b76b  //pixel  901 (x =   5, y =  14) =    [197 183 107] 
c6b35c  //pixel  902 (x =   6, y =  14) =    [198 179  92] 
937858  //pixel  903 (x =   7, y =  14) =    [147 120  88] 
937858  //pixel  904 (x =   8, y =  14) =    [147 120  88] 
b2a370  //pixel  905 (x =   9, y =  14) =    [178 163 112] 
937858  //pixel  906 (x =  10, y =  14) =    [147 120  88] 
937858  //pixel  907 (x =  11, y =  14) =    [147 120  88] 
937858  //pixel  908 (x =  12, y =  14) =    [147 120  88] 
a3884f  //pixel  909 (x =  13, y =  14) =    [163 136  79] 
8e7338  //pixel  910 (x =  14, y =  14) =    [142 115  56] 
8e7338  //pixel  911 (x =  15, y =  14) =    [142 115  56] 
7b573d  //pixel  912 (x =  16, y =  14) =    [123  87  61] 
7b5b46  //pixel  913 (x =  17, y =  14) =    [123  91  70] 
7b5b46  //pixel  914 (x =  18, y =  14) =    [123  91  70] 
7b5b46  //pixel  915 (x =  19, y =  14) =    [123  91  70] 
7b5b46  //pixel  916 (x =  20, y =  14) =    [123  91  70] 
7b5b46  //pixel  917 (x =  21, y =  14) =    [123  91  70] 
7b5b46  //pixel  918 (x =  22, y =  14) =    [123  91  70] 
76523c  //pixel  919 (x =  23, y =  14) =    [118  82  60] 
4f2a14  //pixel  920 (x =  24, y =  14) =       [79 42 20] 
563c23  //pixel  921 (x =  25, y =  14) =       [86 60 35] 
584330  //pixel  922 (x =  26, y =  14) =       [88 67 48] 
584330  //pixel  923 (x =  27, y =  14) =       [88 67 48] 
6f4b31  //pixel  924 (x =  28, y =  14) =    [111  75  49] 
76523c  //pixel  925 (x =  29, y =  14) =    [118  82  60] 
7b5b46  //pixel  926 (x =  30, y =  14) =    [123  91  70] 
7b5b46  //pixel  927 (x =  31, y =  14) =    [123  91  70] 
7b573d  //pixel  928 (x =  32, y =  14) =    [123  87  61] 
7b573d  //pixel  929 (x =  33, y =  14) =    [123  87  61] 
7b573d  //pixel  930 (x =  34, y =  14) =    [123  87  61] 
76523c  //pixel  931 (x =  35, y =  14) =    [118  82  60] 
76523c  //pixel  932 (x =  36, y =  14) =    [118  82  60] 
7b5b46  //pixel  933 (x =  37, y =  14) =    [123  91  70] 
7b5b46  //pixel  934 (x =  38, y =  14) =    [123  91  70] 
7b5b46  //pixel  935 (x =  39, y =  14) =    [123  91  70] 
7b5b46  //pixel  936 (x =  40, y =  14) =    [123  91  70] 
7b5b46  //pixel  937 (x =  41, y =  14) =    [123  91  70] 
76523c  //pixel  938 (x =  42, y =  14) =    [118  82  60] 
6f4b31  //pixel  939 (x =  43, y =  14) =    [111  75  49] 
76523c  //pixel  940 (x =  44, y =  14) =    [118  82  60] 
7b5b46  //pixel  941 (x =  45, y =  14) =    [123  91  70] 
7b5b46  //pixel  942 (x =  46, y =  14) =    [123  91  70] 
7b5b46  //pixel  943 (x =  47, y =  14) =    [123  91  70] 
847361  //pixel  944 (x =  48, y =  14) =    [132 115  97] 
847361  //pixel  945 (x =  49, y =  14) =    [132 115  97] 
847361  //pixel  946 (x =  50, y =  14) =    [132 115  97] 
847361  //pixel  947 (x =  51, y =  14) =    [132 115  97] 
847361  //pixel  948 (x =  52, y =  14) =    [132 115  97] 
847361  //pixel  949 (x =  53, y =  14) =    [132 115  97] 
847361  //pixel  950 (x =  54, y =  14) =    [132 115  97] 
847361  //pixel  951 (x =  55, y =  14) =    [132 115  97] 
847361  //pixel  952 (x =  56, y =  14) =    [132 115  97] 
716b62  //pixel  953 (x =  57, y =  14) =    [113 107  98] 
4d5f5d  //pixel  954 (x =  58, y =  14) =       [77 95 93] 
27322e  //pixel  955 (x =  59, y =  14) =       [39 50 46] 
121a1c  //pixel  956 (x =  60, y =  14) =       [18 26 28] 
121a1c  //pixel  957 (x =  61, y =  14) =       [18 26 28] 
121a1c  //pixel  958 (x =  62, y =  14) =       [18 26 28] 
20312d  //pixel  959 (x =  63, y =  14) =       [32 49 45] 
c4bd88  //pixel  960 (x =   0, y =  15) =    [196 189 136] 
c4bd88  //pixel  961 (x =   1, y =  15) =    [196 189 136] 
b2a370  //pixel  962 (x =   2, y =  15) =    [178 163 112] 
c4bd88  //pixel  963 (x =   3, y =  15) =    [196 189 136] 
ccc377  //pixel  964 (x =   4, y =  15) =    [204 195 119] 
c5b76b  //pixel  965 (x =   5, y =  15) =    [197 183 107] 
937858  //pixel  966 (x =   6, y =  15) =    [147 120  88] 
b2a370  //pixel  967 (x =   7, y =  15) =    [178 163 112] 
b2a370  //pixel  968 (x =   8, y =  15) =    [178 163 112] 
b2a370  //pixel  969 (x =   9, y =  15) =    [178 163 112] 
937858  //pixel  970 (x =  10, y =  15) =    [147 120  88] 
937858  //pixel  971 (x =  11, y =  15) =    [147 120  88] 
937858  //pixel  972 (x =  12, y =  15) =    [147 120  88] 
a3884f  //pixel  973 (x =  13, y =  15) =    [163 136  79] 
8e7338  //pixel  974 (x =  14, y =  15) =    [142 115  56] 
7b573d  //pixel  975 (x =  15, y =  15) =    [123  87  61] 
7b573d  //pixel  976 (x =  16, y =  15) =    [123  87  61] 
7b5b46  //pixel  977 (x =  17, y =  15) =    [123  91  70] 
7b5b46  //pixel  978 (x =  18, y =  15) =    [123  91  70] 
7b5b46  //pixel  979 (x =  19, y =  15) =    [123  91  70] 
937858  //pixel  980 (x =  20, y =  15) =    [147 120  88] 
7b5b46  //pixel  981 (x =  21, y =  15) =    [123  91  70] 
7b5b46  //pixel  982 (x =  22, y =  15) =    [123  91  70] 
7b5b46  //pixel  983 (x =  23, y =  15) =    [123  91  70] 
6f4b31  //pixel  984 (x =  24, y =  15) =    [111  75  49] 
584330  //pixel  985 (x =  25, y =  15) =       [88 67 48] 
563c23  //pixel  986 (x =  26, y =  15) =       [86 60 35] 
411e0e  //pixel  987 (x =  27, y =  15) =       [65 30 14] 
411e0e  //pixel  988 (x =  28, y =  15) =       [65 30 14] 
411e0e  //pixel  989 (x =  29, y =  15) =       [65 30 14] 
4f2a14  //pixel  990 (x =  30, y =  15) =       [79 42 20] 
4f2a14  //pixel  991 (x =  31, y =  15) =       [79 42 20] 
684624  //pixel  992 (x =  32, y =  15) =    [104  70  36] 
684624  //pixel  993 (x =  33, y =  15) =    [104  70  36] 
684624  //pixel  994 (x =  34, y =  15) =    [104  70  36] 
684624  //pixel  995 (x =  35, y =  15) =    [104  70  36] 
563c23  //pixel  996 (x =  36, y =  15) =       [86 60 35] 
584330  //pixel  997 (x =  37, y =  15) =       [88 67 48] 
584330  //pixel  998 (x =  38, y =  15) =       [88 67 48] 
6f4b31  //pixel  999 (x =  39, y =  15) =    [111  75  49] 
6f4b31  //pixel 1000 (x =  40, y =  15) =    [111  75  49] 
584330  //pixel 1001 (x =  41, y =  15) =       [88 67 48] 
584330  //pixel 1002 (x =  42, y =  15) =       [88 67 48] 
6f4b31  //pixel 1003 (x =  43, y =  15) =    [111  75  49] 
76523c  //pixel 1004 (x =  44, y =  15) =    [118  82  60] 
7b5b46  //pixel 1005 (x =  45, y =  15) =    [123  91  70] 
937858  //pixel 1006 (x =  46, y =  15) =    [147 120  88] 
937858  //pixel 1007 (x =  47, y =  15) =    [147 120  88] 
937858  //pixel 1008 (x =  48, y =  15) =    [147 120  88] 
847361  //pixel 1009 (x =  49, y =  15) =    [132 115  97] 
847361  //pixel 1010 (x =  50, y =  15) =    [132 115  97] 
847361  //pixel 1011 (x =  51, y =  15) =    [132 115  97] 
847361  //pixel 1012 (x =  52, y =  15) =    [132 115  97] 
847361  //pixel 1013 (x =  53, y =  15) =    [132 115  97] 
847361  //pixel 1014 (x =  54, y =  15) =    [132 115  97] 
847361  //pixel 1015 (x =  55, y =  15) =    [132 115  97] 
716b62  //pixel 1016 (x =  56, y =  15) =    [113 107  98] 
3e4743  //pixel 1017 (x =  57, y =  15) =       [62 71 67] 
152a26  //pixel 1018 (x =  58, y =  15) =       [21 42 38] 
121a1c  //pixel 1019 (x =  59, y =  15) =       [18 26 28] 
121a1c  //pixel 1020 (x =  60, y =  15) =       [18 26 28] 
121a1c  //pixel 1021 (x =  61, y =  15) =       [18 26 28] 
121a1c  //pixel 1022 (x =  62, y =  15) =       [18 26 28] 
121a1c  //pixel 1023 (x =  63, y =  15) =       [18 26 28] 
c4bd88  //pixel 1024 (x =   0, y =  16) =    [196 189 136] 
c4bd88  //pixel 1025 (x =   1, y =  16) =    [196 189 136] 
c4bd88  //pixel 1026 (x =   2, y =  16) =    [196 189 136] 
c4bd88  //pixel 1027 (x =   3, y =  16) =    [196 189 136] 
c4bd88  //pixel 1028 (x =   4, y =  16) =    [196 189 136] 
b2a370  //pixel 1029 (x =   5, y =  16) =    [178 163 112] 
b2a370  //pixel 1030 (x =   6, y =  16) =    [178 163 112] 
b2a370  //pixel 1031 (x =   7, y =  16) =    [178 163 112] 
b2a370  //pixel 1032 (x =   8, y =  16) =    [178 163 112] 
b2a370  //pixel 1033 (x =   9, y =  16) =    [178 163 112] 
937858  //pixel 1034 (x =  10, y =  16) =    [147 120  88] 
937858  //pixel 1035 (x =  11, y =  16) =    [147 120  88] 
937858  //pixel 1036 (x =  12, y =  16) =    [147 120  88] 
937858  //pixel 1037 (x =  13, y =  16) =    [147 120  88] 
7b5b46  //pixel 1038 (x =  14, y =  16) =    [123  91  70] 
7b573d  //pixel 1039 (x =  15, y =  16) =    [123  87  61] 
7b5b46  //pixel 1040 (x =  16, y =  16) =    [123  91  70] 
7b5b46  //pixel 1041 (x =  17, y =  16) =    [123  91  70] 
7b5b46  //pixel 1042 (x =  18, y =  16) =    [123  91  70] 
7b5b46  //pixel 1043 (x =  19, y =  16) =    [123  91  70] 
7b5b46  //pixel 1044 (x =  20, y =  16) =    [123  91  70] 
7b5b46  //pixel 1045 (x =  21, y =  16) =    [123  91  70] 
7b5b46  //pixel 1046 (x =  22, y =  16) =    [123  91  70] 
847361  //pixel 1047 (x =  23, y =  16) =    [132 115  97] 
7b5b46  //pixel 1048 (x =  24, y =  16) =    [123  91  70] 
7b5b46  //pixel 1049 (x =  25, y =  16) =    [123  91  70] 
7b5b46  //pixel 1050 (x =  26, y =  16) =    [123  91  70] 
7b5b46  //pixel 1051 (x =  27, y =  16) =    [123  91  70] 
76523c  //pixel 1052 (x =  28, y =  16) =    [118  82  60] 
6f4b31  //pixel 1053 (x =  29, y =  16) =    [111  75  49] 
563c23  //pixel 1054 (x =  30, y =  16) =       [86 60 35] 
4f2a14  //pixel 1055 (x =  31, y =  16) =       [79 42 20] 
411e0e  //pixel 1056 (x =  32, y =  16) =       [65 30 14] 
411e0e  //pixel 1057 (x =  33, y =  16) =       [65 30 14] 
4f2a14  //pixel 1058 (x =  34, y =  16) =       [79 42 20] 
4f2a14  //pixel 1059 (x =  35, y =  16) =       [79 42 20] 
563c23  //pixel 1060 (x =  36, y =  16) =       [86 60 35] 
4f2a14  //pixel 1061 (x =  37, y =  16) =       [79 42 20] 
4f2a14  //pixel 1062 (x =  38, y =  16) =       [79 42 20] 
4f2a14  //pixel 1063 (x =  39, y =  16) =       [79 42 20] 
563c23  //pixel 1064 (x =  40, y =  16) =       [86 60 35] 
563c23  //pixel 1065 (x =  41, y =  16) =       [86 60 35] 
6f4b31  //pixel 1066 (x =  42, y =  16) =    [111  75  49] 
76523c  //pixel 1067 (x =  43, y =  16) =    [118  82  60] 
7b5b46  //pixel 1068 (x =  44, y =  16) =    [123  91  70] 
937858  //pixel 1069 (x =  45, y =  16) =    [147 120  88] 
937858  //pixel 1070 (x =  46, y =  16) =    [147 120  88] 
937858  //pixel 1071 (x =  47, y =  16) =    [147 120  88] 
937858  //pixel 1072 (x =  48, y =  16) =    [147 120  88] 
937858  //pixel 1073 (x =  49, y =  16) =    [147 120  88] 
937858  //pixel 1074 (x =  50, y =  16) =    [147 120  88] 
847361  //pixel 1075 (x =  51, y =  16) =    [132 115  97] 
847361  //pixel 1076 (x =  52, y =  16) =    [132 115  97] 
9b9679  //pixel 1077 (x =  53, y =  16) =    [155 150 121] 
9b9679  //pixel 1078 (x =  54, y =  16) =    [155 150 121] 
847361  //pixel 1079 (x =  55, y =  16) =    [132 115  97] 
3b403b  //pixel 1080 (x =  56, y =  16) =       [59 64 59] 
242d2a  //pixel 1081 (x =  57, y =  16) =       [36 45 42] 
121a1c  //pixel 1082 (x =  58, y =  16) =       [18 26 28] 
121a1c  //pixel 1083 (x =  59, y =  16) =       [18 26 28] 
192c2c  //pixel 1084 (x =  60, y =  16) =       [25 44 44] 
121a1c  //pixel 1085 (x =  61, y =  16) =       [18 26 28] 
0c2b2b  //pixel 1086 (x =  62, y =  16) =       [12 43 43] 
415051  //pixel 1087 (x =  63, y =  16) =       [65 80 81] 
c4bd88  //pixel 1088 (x =   0, y =  17) =    [196 189 136] 
c4bd88  //pixel 1089 (x =   1, y =  17) =    [196 189 136] 
c4bd88  //pixel 1090 (x =   2, y =  17) =    [196 189 136] 
c4bd88  //pixel 1091 (x =   3, y =  17) =    [196 189 136] 
c4bd88  //pixel 1092 (x =   4, y =  17) =    [196 189 136] 
b2a370  //pixel 1093 (x =   5, y =  17) =    [178 163 112] 
b2a370  //pixel 1094 (x =   6, y =  17) =    [178 163 112] 
b2a370  //pixel 1095 (x =   7, y =  17) =    [178 163 112] 
b2a370  //pixel 1096 (x =   8, y =  17) =    [178 163 112] 
b2a370  //pixel 1097 (x =   9, y =  17) =    [178 163 112] 
937858  //pixel 1098 (x =  10, y =  17) =    [147 120  88] 
937858  //pixel 1099 (x =  11, y =  17) =    [147 120  88] 
937858  //pixel 1100 (x =  12, y =  17) =    [147 120  88] 
937858  //pixel 1101 (x =  13, y =  17) =    [147 120  88] 
937858  //pixel 1102 (x =  14, y =  17) =    [147 120  88] 
7b5b46  //pixel 1103 (x =  15, y =  17) =    [123  91  70] 
7b5b46  //pixel 1104 (x =  16, y =  17) =    [123  91  70] 
7b5b46  //pixel 1105 (x =  17, y =  17) =    [123  91  70] 
7b5b46  //pixel 1106 (x =  18, y =  17) =    [123  91  70] 
7b5b46  //pixel 1107 (x =  19, y =  17) =    [123  91  70] 
7b5b46  //pixel 1108 (x =  20, y =  17) =    [123  91  70] 
937858  //pixel 1109 (x =  21, y =  17) =    [147 120  88] 
937858  //pixel 1110 (x =  22, y =  17) =    [147 120  88] 
937858  //pixel 1111 (x =  23, y =  17) =    [147 120  88] 
847361  //pixel 1112 (x =  24, y =  17) =    [132 115  97] 
847361  //pixel 1113 (x =  25, y =  17) =    [132 115  97] 
847361  //pixel 1114 (x =  26, y =  17) =    [132 115  97] 
847361  //pixel 1115 (x =  27, y =  17) =    [132 115  97] 
847361  //pixel 1116 (x =  28, y =  17) =    [132 115  97] 
847361  //pixel 1117 (x =  29, y =  17) =    [132 115  97] 
847361  //pixel 1118 (x =  30, y =  17) =    [132 115  97] 
847361  //pixel 1119 (x =  31, y =  17) =    [132 115  97] 
76523c  //pixel 1120 (x =  32, y =  17) =    [118  82  60] 
6f4b31  //pixel 1121 (x =  33, y =  17) =    [111  75  49] 
6f4b31  //pixel 1122 (x =  34, y =  17) =    [111  75  49] 
76523c  //pixel 1123 (x =  35, y =  17) =    [118  82  60] 
76523c  //pixel 1124 (x =  36, y =  17) =    [118  82  60] 
6f4b31  //pixel 1125 (x =  37, y =  17) =    [111  75  49] 
6f4b31  //pixel 1126 (x =  38, y =  17) =    [111  75  49] 
6f4b31  //pixel 1127 (x =  39, y =  17) =    [111  75  49] 
7b5b46  //pixel 1128 (x =  40, y =  17) =    [123  91  70] 
7b5b46  //pixel 1129 (x =  41, y =  17) =    [123  91  70] 
937858  //pixel 1130 (x =  42, y =  17) =    [147 120  88] 
937858  //pixel 1131 (x =  43, y =  17) =    [147 120  88] 
937858  //pixel 1132 (x =  44, y =  17) =    [147 120  88] 
937858  //pixel 1133 (x =  45, y =  17) =    [147 120  88] 
937858  //pixel 1134 (x =  46, y =  17) =    [147 120  88] 
937858  //pixel 1135 (x =  47, y =  17) =    [147 120  88] 
937858  //pixel 1136 (x =  48, y =  17) =    [147 120  88] 
937858  //pixel 1137 (x =  49, y =  17) =    [147 120  88] 
937858  //pixel 1138 (x =  50, y =  17) =    [147 120  88] 
937858  //pixel 1139 (x =  51, y =  17) =    [147 120  88] 
847361  //pixel 1140 (x =  52, y =  17) =    [132 115  97] 
847361  //pixel 1141 (x =  53, y =  17) =    [132 115  97] 
675d57  //pixel 1142 (x =  54, y =  17) =    [103  93  87] 
4b4336  //pixel 1143 (x =  55, y =  17) =       [75 67 54] 
121a1c  //pixel 1144 (x =  56, y =  17) =       [18 26 28] 
121a1c  //pixel 1145 (x =  57, y =  17) =       [18 26 28] 
121a1c  //pixel 1146 (x =  58, y =  17) =       [18 26 28] 
121a1c  //pixel 1147 (x =  59, y =  17) =       [18 26 28] 
121a1c  //pixel 1148 (x =  60, y =  17) =       [18 26 28] 
121a1c  //pixel 1149 (x =  61, y =  17) =       [18 26 28] 
1a3130  //pixel 1150 (x =  62, y =  17) =       [26 49 48] 
716b62  //pixel 1151 (x =  63, y =  17) =    [113 107  98] 
c4bd88  //pixel 1152 (x =   0, y =  18) =    [196 189 136] 
c4bd88  //pixel 1153 (x =   1, y =  18) =    [196 189 136] 
c4bd88  //pixel 1154 (x =   2, y =  18) =    [196 189 136] 
c4bd88  //pixel 1155 (x =   3, y =  18) =    [196 189 136] 
c4bd88  //pixel 1156 (x =   4, y =  18) =    [196 189 136] 
c4bd88  //pixel 1157 (x =   5, y =  18) =    [196 189 136] 
b2a370  //pixel 1158 (x =   6, y =  18) =    [178 163 112] 
b2a370  //pixel 1159 (x =   7, y =  18) =    [178 163 112] 
b2a370  //pixel 1160 (x =   8, y =  18) =    [178 163 112] 
b2a370  //pixel 1161 (x =   9, y =  18) =    [178 163 112] 
b2a370  //pixel 1162 (x =  10, y =  18) =    [178 163 112] 
937858  //pixel 1163 (x =  11, y =  18) =    [147 120  88] 
937858  //pixel 1164 (x =  12, y =  18) =    [147 120  88] 
937858  //pixel 1165 (x =  13, y =  18) =    [147 120  88] 
937858  //pixel 1166 (x =  14, y =  18) =    [147 120  88] 
7b5b46  //pixel 1167 (x =  15, y =  18) =    [123  91  70] 
937858  //pixel 1168 (x =  16, y =  18) =    [147 120  88] 
937858  //pixel 1169 (x =  17, y =  18) =    [147 120  88] 
937858  //pixel 1170 (x =  18, y =  18) =    [147 120  88] 
937858  //pixel 1171 (x =  19, y =  18) =    [147 120  88] 
937858  //pixel 1172 (x =  20, y =  18) =    [147 120  88] 
937858  //pixel 1173 (x =  21, y =  18) =    [147 120  88] 
937858  //pixel 1174 (x =  22, y =  18) =    [147 120  88] 
937858  //pixel 1175 (x =  23, y =  18) =    [147 120  88] 
847361  //pixel 1176 (x =  24, y =  18) =    [132 115  97] 
847361  //pixel 1177 (x =  25, y =  18) =    [132 115  97] 
937858  //pixel 1178 (x =  26, y =  18) =    [147 120  88] 
937858  //pixel 1179 (x =  27, y =  18) =    [147 120  88] 
937858  //pixel 1180 (x =  28, y =  18) =    [147 120  88] 
9b9679  //pixel 1181 (x =  29, y =  18) =    [155 150 121] 
9b9679  //pixel 1182 (x =  30, y =  18) =    [155 150 121] 
b2a370  //pixel 1183 (x =  31, y =  18) =    [178 163 112] 
937858  //pixel 1184 (x =  32, y =  18) =    [147 120  88] 
937858  //pixel 1185 (x =  33, y =  18) =    [147 120  88] 
937858  //pixel 1186 (x =  34, y =  18) =    [147 120  88] 
937858  //pixel 1187 (x =  35, y =  18) =    [147 120  88] 
937858  //pixel 1188 (x =  36, y =  18) =    [147 120  88] 
937858  //pixel 1189 (x =  37, y =  18) =    [147 120  88] 
937858  //pixel 1190 (x =  38, y =  18) =    [147 120  88] 
937858  //pixel 1191 (x =  39, y =  18) =    [147 120  88] 
937858  //pixel 1192 (x =  40, y =  18) =    [147 120  88] 
937858  //pixel 1193 (x =  41, y =  18) =    [147 120  88] 
937858  //pixel 1194 (x =  42, y =  18) =    [147 120  88] 
937858  //pixel 1195 (x =  43, y =  18) =    [147 120  88] 
937858  //pixel 1196 (x =  44, y =  18) =    [147 120  88] 
937858  //pixel 1197 (x =  45, y =  18) =    [147 120  88] 
937858  //pixel 1198 (x =  46, y =  18) =    [147 120  88] 
937858  //pixel 1199 (x =  47, y =  18) =    [147 120  88] 
937858  //pixel 1200 (x =  48, y =  18) =    [147 120  88] 
937858  //pixel 1201 (x =  49, y =  18) =    [147 120  88] 
937858  //pixel 1202 (x =  50, y =  18) =    [147 120  88] 
937858  //pixel 1203 (x =  51, y =  18) =    [147 120  88] 
847361  //pixel 1204 (x =  52, y =  18) =    [132 115  97] 
847361  //pixel 1205 (x =  53, y =  18) =    [132 115  97] 
675d57  //pixel 1206 (x =  54, y =  18) =    [103  93  87] 
3c2d23  //pixel 1207 (x =  55, y =  18) =       [60 45 35] 
121a1c  //pixel 1208 (x =  56, y =  18) =       [18 26 28] 
121a1c  //pixel 1209 (x =  57, y =  18) =       [18 26 28] 
121a1c  //pixel 1210 (x =  58, y =  18) =       [18 26 28] 
121a1c  //pixel 1211 (x =  59, y =  18) =       [18 26 28] 
1a3130  //pixel 1212 (x =  60, y =  18) =       [26 49 48] 
314645  //pixel 1213 (x =  61, y =  18) =       [49 70 69] 
4d5f5d  //pixel 1214 (x =  62, y =  18) =       [77 95 93] 
716b62  //pixel 1215 (x =  63, y =  18) =    [113 107  98] 
c4bd88  //pixel 1216 (x =   0, y =  19) =    [196 189 136] 
c4bd88  //pixel 1217 (x =   1, y =  19) =    [196 189 136] 
c4bd88  //pixel 1218 (x =   2, y =  19) =    [196 189 136] 
c4bd88  //pixel 1219 (x =   3, y =  19) =    [196 189 136] 
c4bd88  //pixel 1220 (x =   4, y =  19) =    [196 189 136] 
b2a370  //pixel 1221 (x =   5, y =  19) =    [178 163 112] 
b2a370  //pixel 1222 (x =   6, y =  19) =    [178 163 112] 
b2a370  //pixel 1223 (x =   7, y =  19) =    [178 163 112] 
b2a370  //pixel 1224 (x =   8, y =  19) =    [178 163 112] 
b2a370  //pixel 1225 (x =   9, y =  19) =    [178 163 112] 
b2a370  //pixel 1226 (x =  10, y =  19) =    [178 163 112] 
937858  //pixel 1227 (x =  11, y =  19) =    [147 120  88] 
937858  //pixel 1228 (x =  12, y =  19) =    [147 120  88] 
937858  //pixel 1229 (x =  13, y =  19) =    [147 120  88] 
937858  //pixel 1230 (x =  14, y =  19) =    [147 120  88] 
937858  //pixel 1231 (x =  15, y =  19) =    [147 120  88] 
937858  //pixel 1232 (x =  16, y =  19) =    [147 120  88] 
937858  //pixel 1233 (x =  17, y =  19) =    [147 120  88] 
937858  //pixel 1234 (x =  18, y =  19) =    [147 120  88] 
937858  //pixel 1235 (x =  19, y =  19) =    [147 120  88] 
937858  //pixel 1236 (x =  20, y =  19) =    [147 120  88] 
937858  //pixel 1237 (x =  21, y =  19) =    [147 120  88] 
937858  //pixel 1238 (x =  22, y =  19) =    [147 120  88] 
937858  //pixel 1239 (x =  23, y =  19) =    [147 120  88] 
937858  //pixel 1240 (x =  24, y =  19) =    [147 120  88] 
937858  //pixel 1241 (x =  25, y =  19) =    [147 120  88] 
9b9679  //pixel 1242 (x =  26, y =  19) =    [155 150 121] 
9b9679  //pixel 1243 (x =  27, y =  19) =    [155 150 121] 
9b9679  //pixel 1244 (x =  28, y =  19) =    [155 150 121] 
9b9679  //pixel 1245 (x =  29, y =  19) =    [155 150 121] 
b2a370  //pixel 1246 (x =  30, y =  19) =    [178 163 112] 
c4bd88  //pixel 1247 (x =  31, y =  19) =    [196 189 136] 
c4bd88  //pixel 1248 (x =  32, y =  19) =    [196 189 136] 
b2a370  //pixel 1249 (x =  33, y =  19) =    [178 163 112] 
b2a370  //pixel 1250 (x =  34, y =  19) =    [178 163 112] 
b2a370  //pixel 1251 (x =  35, y =  19) =    [178 163 112] 
b2a370  //pixel 1252 (x =  36, y =  19) =    [178 163 112] 
b2a370  //pixel 1253 (x =  37, y =  19) =    [178 163 112] 
9b9679  //pixel 1254 (x =  38, y =  19) =    [155 150 121] 
9b9679  //pixel 1255 (x =  39, y =  19) =    [155 150 121] 
9b9679  //pixel 1256 (x =  40, y =  19) =    [155 150 121] 
9b9679  //pixel 1257 (x =  41, y =  19) =    [155 150 121] 
937858  //pixel 1258 (x =  42, y =  19) =    [147 120  88] 
937858  //pixel 1259 (x =  43, y =  19) =    [147 120  88] 
937858  //pixel 1260 (x =  44, y =  19) =    [147 120  88] 
937858  //pixel 1261 (x =  45, y =  19) =    [147 120  88] 
937858  //pixel 1262 (x =  46, y =  19) =    [147 120  88] 
937858  //pixel 1263 (x =  47, y =  19) =    [147 120  88] 
937858  //pixel 1264 (x =  48, y =  19) =    [147 120  88] 
937858  //pixel 1265 (x =  49, y =  19) =    [147 120  88] 
937858  //pixel 1266 (x =  50, y =  19) =    [147 120  88] 
937858  //pixel 1267 (x =  51, y =  19) =    [147 120  88] 
937858  //pixel 1268 (x =  52, y =  19) =    [147 120  88] 
937858  //pixel 1269 (x =  53, y =  19) =    [147 120  88] 
847361  //pixel 1270 (x =  54, y =  19) =    [132 115  97] 
584330  //pixel 1271 (x =  55, y =  19) =       [88 67 48] 
121a1c  //pixel 1272 (x =  56, y =  19) =       [18 26 28] 
121a1c  //pixel 1273 (x =  57, y =  19) =       [18 26 28] 
121a1c  //pixel 1274 (x =  58, y =  19) =       [18 26 28] 
192c2c  //pixel 1275 (x =  59, y =  19) =       [25 44 44] 
415051  //pixel 1276 (x =  60, y =  19) =       [65 80 81] 
716b62  //pixel 1277 (x =  61, y =  19) =    [113 107  98] 
716b62  //pixel 1278 (x =  62, y =  19) =    [113 107  98] 
716b62  //pixel 1279 (x =  63, y =  19) =    [113 107  98] 
c4bd88  //pixel 1280 (x =   0, y =  20) =    [196 189 136] 
c4bd88  //pixel 1281 (x =   1, y =  20) =    [196 189 136] 
